Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,Postal_Code,Latitude,Longitude
Nova Scotia,Low Wage,DR. BENJAMIN TAYLOR INC.,"Wolfville, NS B4P 1C4","63211-Estheticians, electrologists and related occupations",Unknown,1,1,B4P 1C4,45.0834,-64.3655
Nova Scotia,Low Wage,Duncan's Lounge Ltd,"Amherst, NS B4H 1X4",63200-Cooks,Unknown,1,1,B4H 1X4,45.8335,-64.1987
Nova Scotia,Low Wage,Duncan's Lounge Ltd,"Amherst, NS B4H 1X4",63202-Bakers,Unknown,1,1,B4H 1X4,45.8335,-64.1987
Nova Scotia,Low Wage,Eastwater Professional Roofing Services Ltd,"Yarmouth, NS B5A 5H8",72310-Carpenters,Unknown,1,1,B5A 5H8,43.8335,-66.1156
Nova Scotia,Low Wage,Elmer's & Casablanca Restaurant Limited,"Wolfville, NS B4P 2N5",63200-Cooks,Unknown,1,2,B4P 2N5,45.0834,-64.3655
Nova Scotia,Low Wage,Evergreen Plaza Incorporated,"Dartmouth, NS B2Y 4V6",75110-Construction trades helpers and labourers,Unknown,1,1,B2Y 4V6,44.6645,-63.5453
Nova Scotia,Low Wage,Exco Technologies,"Dartmouth, NS B3B 1J7",13110-Administrative assistants,Unknown,1,1,B3B 1J7,44.7091,-63.5869
Nova Scotia,Low Wage,Fairley & Stevens Limited,"Dartmouth, NS B3B 1B5",14101-Receptionists,Unknown,1,1,B3B 1B5,44.7091,-63.5869
Nova Scotia,Low Wage,Fisherman's Market International Incorporated,"Halifax, NS B3M 2L6",94142-Fish and seafood plant workers,Unknown,1,12,B3M 2L6,44.6784,-63.6582
Nova Scotia,Low Wage,Freak Lunchbox Inc,"Halifax, NS B3J 2A4",62010-Retail sales supervisors,Unknown,1,1,B3J 2A4,44.6451,-63.5762
Nova Scotia,Low Wage,Gateway Meat Market,"Dartmouth, NS B2W 3T6",14400-Shippers and receivers,Unknown,1,1,B2W 3T6,44.6752,-63.5077
Nova Scotia,Low Wage,Grinner's Food Systems Limited,"Truro, NS B2N 1L3",62020-Food service supervisors,Unknown,1,1,B2N 1L3,45.3668,-63.2654
Nova Scotia,Low Wage,Grinner's Food Systems Limited,"Truro, NS B2N 1L3",63200-Cooks,Unknown,2,2,B2N 1L3,45.3668,-63.2654
Nova Scotia,Low Wage,Hailmar Investments Ltd.,"Lockeport, NS B0T 1L0",95107-Labourers in fish and seafood processing,Unknown,1,6,B0T 1L0,44.0802,-65.1175
Nova Scotia,Low Wage,Hanin Mart Ltd,"Bedford, NS B4A 1A1",62010-Retail sales supervisors,Unknown,1,1,B4A 1A1,44.7232,-63.656
Nova Scotia,Low Wage,Haydon Restaurants Ltd,"Truro, NS B2N 5N6",60030-Restaurant and food service managers,Unknown,1,1,B2N 5N6,45.3668,-63.2654
Nova Scotia,Low Wage,Hitganogonzales property services,"Halifax, NS B3P 0J3",65310-Light duty cleaners,Unknown,1,1,B3P 0J3,44.6139,-63.5946
Nova Scotia,Low Wage,IMP Group Limited,"Halifax, NS B3L 4T1",62020-Food service supervisors,Unknown,1,1,B3L 4T1,44.6508,-63.6146
Nova Scotia,Low Wage,IMP Group Limited,"Halifax, NS B3L 4T1",63200-Cooks,Unknown,1,5,B3L 4T1,44.6508,-63.6146
Nova Scotia,Low Wage,IMP Group Limited,"Halifax, NS B3L 4T1",65310-Light duty cleaners,Unknown,1,9,B3L 4T1,44.6508,-63.6146
Nova Scotia,Low Wage,Independent Fisheries Limited,"Sable River, NS B0T 1V0",94142-Fish and seafood plant workers,Unknown,1,10,B0T 1V0,44.0802,-65.1175
Nova Scotia,Low Wage,Independent Living Nova Scotia Association,"Halifax, NS B3L 2C2","44101-Home support workers, caregivers and related occupations",Unknown,1,1,B3L 2C2,44.6508,-63.6146
Nova Scotia,Low Wage,Inglis Jewellers Inc,"Truro, NS B2N 4B4",64100-Retail salespersons and visual merchandisers,Unknown,1,1,B2N 4B4,45.3668,-63.2654
Nova Scotia,Low Wage,IT TAKES A VILLAGE DAYCARE SOCIETY,"Halifax, NS B3S 1P9",42202-Early childhood educators and assistants,Unknown,1,1,B3S 1P9,44.6533,-63.6675
Nova Scotia,Low Wage,J & M Murphy Limited,"Dartmouth, NS B3B 0H8",62010-Retail sales supervisors,Unknown,1,1,B3B 0H8,44.7091,-63.5869
Nova Scotia,Low Wage,JFJ Construction LTD,"Dartmouth, NS B3B 1T2",75110-Construction trades helpers and labourers,Unknown,1,1,B3B 1T2,44.7091,-63.5869
Nova Scotia,Low Wage,Kelley & Oickle Enterprises Ltd,"Bridgewater, NS B4V 4H5",63200-Cooks,Unknown,2,2,B4V 4H5,44.3835,-64.5155
Nova Scotia,Low Wage,L.J. Robicheau & Son Fisheries Limited,"Middleton, NS B0S 1P0",94142-Fish and seafood plant workers,Unknown,1,15,B0S 1P0,44.6861,-65.3002
Nova Scotia,Low Wage,Lobster Hub Inc,"Meteghan Center, NS B0W 2K0",94142-Fish and seafood plant workers,Unknown,1,30,B0W 2K0,44.0486,-65.7547
Nova Scotia,Low Wage,Love and Order Home Staging and Redesign,"Halifax, NS B3P 0K8",65310-Light duty cleaners,Unknown,1,1,B3P 0K8,44.6139,-63.5946
Nova Scotia,Low Wage,M.J.N.J Investments Ltd,"Lunenburg, NS B0J 2C0",62020-Food service supervisors,Unknown,2,2,B0J 2C0,44.9419,-62.6471
Nova Scotia,Low Wage,M.J.N.J Investments Ltd,"Lunenburg, NS B0J 2C0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,9,B0J 2C0,44.9419,-62.6471
Nova Scotia,Low Wage,naan n curry Restaurant LTD,"Halifax, NS B3L 4N2",63200-Cooks,Unknown,1,2,B3L 4N2,44.6508,-63.6146
Nova Scotia,Low Wage,Nautical Seafoods Ltd,"Annapolis Royal, NS B0S 1K0",95107-Labourers in fish and seafood processing,Unknown,1,15,B0S 1K0,44.6861,-65.3002
Nova Scotia,Low Wage,North Brewing Company LTD,"Halifax, NS B3K 4C6",63200-Cooks,Unknown,1,1,B3K 4C6,44.662,-63.6017
Nova Scotia,Low Wage,North Nova Seafoods,"Pictou, NS B0K 1H0",94142-Fish and seafood plant workers,Unknown,2,90,B0K 1H0,45.6138,-62.9506
Nova Scotia,Low Wage,NS KT Foods Inc.,"Halifax, NS B3L 2H8",62020-Food service supervisors,Unknown,2,3,B3L 2H8,44.6508,-63.6146
Nova Scotia,Low Wage,Oulton Meats Limited,"Martock, NS B0N 2T0",63201-Butchers - retail and wholesale,Unknown,1,1,B0N 2T0,45.0963,-63.4701
Nova Scotia,Low Wage,Oxen International Ltd.,"Halifax, NS B3M 0A5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,B3M 0A5,44.6784,-63.6582
Nova Scotia,Low Wage,Pinnacle Construction Limited,"Dartmouth, NS B2Y 0E7",13110-Administrative assistants,Unknown,1,1,B2Y 0E7,44.6645,-63.5453
Nova Scotia,Low Wage,Pinnacle Construction Limited,"Dartmouth, NS B2Y 0E7",75110-Construction trades helpers and labourers,Unknown,1,2,B2Y 0E7,44.6645,-63.5453
Nova Scotia,Low Wage,Princesa Gold Jewellers,"Dartmouth, NS B2X 1S1","62202-Jewellers, jewellery and watch repairers and related occupations",Unknown,1,1,B2X 1S1,44.702,-63.533
Nova Scotia,Low Wage,Quality Seafoods Limited,"Yarmouth, NS B5A 4B3",95107-Labourers in fish and seafood processing,Unknown,1,5,B5A 4B3,43.8335,-66.1156
Nova Scotia,Low Wage,Randy Roop's Service Centre Ltd.,"Brookfield, NS B0N 1C0",62010-Retail sales supervisors,Unknown,1,1,B0N 1C0,45.0963,-63.4701
Nova Scotia,Low Wage,ROYALE FLOORS AND SURFACES INC.,"Halifax, NS B3S 1B5",75110-Construction trades helpers and labourers,Unknown,1,11,B3S 1B5,44.6533,-63.6675
Nova Scotia,Low Wage,Salt Shaker Deli Ltd,"Lunenburg, NS B0J 2C0",63200-Cooks,Unknown,1,3,B0J 2C0,44.9419,-62.6471
Nova Scotia,Low Wage,Sea Crest Fisheries Ltd,"Comeauville, NS B0W 2Z0","92012-Supervisors, food and beverage processing",Unknown,1,3,B0W 2Z0,44.0486,-65.7547
Nova Scotia,Low Wage,SEGUNDO PROPERTY SERVICES LTD.,"Bedford, NS B4B 0N8",65310-Light duty cleaners,Unknown,1,1,B4B 0N8,44.7509,-63.7711
Nova Scotia,Low Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",63201-Butchers - retail and wholesale,Unknown,3,3,B0K 1S0,45.6138,-62.9506
Nova Scotia,Low Wage,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,B0K 1S0,45.6138,-62.9506
Nova Scotia,Low Wage,Talay Thai Dartmouth Restaurant Inc.,"Dartmouth, NS B2V 1E7",63200-Cooks,Unknown,1,1,B2V 1E7,44.6529,-63.4777
Nova Scotia,Low Wage,The South Shore Fish Shack Limited,"Lunenburg, NS B0J 2C0",63200-Cooks,Unknown,1,6,B0J 2C0,44.9419,-62.6471
Nova Scotia,Low Wage,Tim Ring Property Management,"TRURO, NS B2N 4S2",75110-Construction trades helpers and labourers,Unknown,1,1,B2N 4S2,45.3668,-63.2654
Nova Scotia,Low Wage,Total Demolition Limited,"Dartmouth, NS B3B 1R3",75110-Construction trades helpers and labourers,Unknown,1,1,B3B 1R3,44.7091,-63.5869
Nova Scotia,Low Wage,Vance 048990 Holdings Limited,"Amherst, NS B4H 2X2",60030-Restaurant and food service managers,Unknown,1,1,B4H 2X2,45.8335,-64.1987
Nova Scotia,Low Wage,Vance 048990 Holdings Limited,"Amherst, NS B4H 2X2",62020-Food service supervisors,Unknown,1,1,B4H 2X2,45.8335,-64.1987
Nova Scotia,Low Wage,Wise Choice Property Services,"Halifax, NS B3S 1E2",75110-Construction trades helpers and labourers,Unknown,1,1,B3S 1E2,44.6533,-63.6675
Nova Scotia,Permanent Resident Only,J.M.P Sayles Holdings Inc.,"Windsor, NS B0N 2T0",62020-Food service supervisors,Unknown,1,1,B0N 2T0,45.0963,-63.4701
Nova Scotia,Permanent Resident Only,MCLEAN'S SERVICE CENTER LIMITED,"Newport, NS B0N 2A0",62010-Retail sales supervisors,Unknown,1,1,B0N 2A0,45.0963,-63.4701
Nova Scotia,Primary Agriculture,16574734 Canada Inc.,"aylesford, NS B0P 1C0",85101-Harvesting labourers,Unknown,1,5,B0P 1C0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Atlantic Poultry Inc.,"Port Williams, NS B0P 1T0",85100-Livestock labourers,Corporation,1,1,B0P 1T0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Bayview Poultry Farms Ltd,"Masstown, NS B0M 1G0",85101-Harvesting labourers,Unknown,1,6,B0M 1G0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,Black Avon Farms Ltd,"Antigonish, NS B0H 1R0",85100-Livestock labourers,Unknown,1,3,B0H 1R0,45.3335,-61.8333
Nova Scotia,Primary Agriculture,Blue Ridge Farm,"Grafton, NS B0P 1V0",85101-Harvesting labourers,Unknown,2,6,B0P 1V0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Bragg Lumber Company,"Collingwood, NS B0M 1P0",85100-Livestock labourers,Unknown,1,1,B0M 1P0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,Canard Orchards Ltd,"Centreville, NS B0P 1J0",85101-Harvesting labourers,Unknown,1,17,B0P 1J0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,CAP Farms Inc,"Grafton, NS B0P 1V0",85101-Harvesting labourers,Unknown,2,12,B0P 1V0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Centreville Orchards Limited,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,1,6,B4N 3V7,45.0834,-64.4988
Nova Scotia,Primary Agriculture,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",80020-Managers in agriculture,Unknown,1,1,B0P 1E0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,3,77,B0P 1E0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Eden Valley Poultry Inc,"Berwick, NS B0P 1E0",85100-Livestock labourers,Unknown,1,18,B0P 1E0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Elmridge Farm Ltd,"RR2 Centreville, NS B0P 1J0",85101-Harvesting labourers,Unknown,1,2,B0P 1J0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Evangeline Orchards Limited,"Port Williams, NS B0P 1T0",85101-Harvesting labourers,Unknown,1,5,B0P 1T0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Forest Hills Farms Ltd,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,2,17,B0M 1L0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,Fuller Brothers Farm Inc.,"Avonport, NS B0P 1B0",85101-Harvesting labourers,Corporation,1,8,B0P 1B0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,High Point Orchards LTD.,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,4,51,B4N 3V7,45.0834,-64.4988
Nova Scotia,Primary Agriculture,Hilly Acres Farm Ltd.,"Millville, NS B1Y 2E1",85100-Livestock labourers,Unknown,1,1,B1Y 2E1,46.2538,-60.3566
Nova Scotia,Primary Agriculture,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,1,8,B0M 1L0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,LUTZ FAMILY FARM LTD,"Berwick, NS B0P 1E0",85101-Harvesting labourers,Unknown,1,6,B0P 1E0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",85103-Nursery and greenhouse labourers,Unknown,1,4,B0R 1H0,44.6003,-64.7443
Nova Scotia,Primary Agriculture,Merks Poultry Farm Limited,"Avonport, NS B0P 1B0",85100-Livestock labourers,Corporation,1,4,B0P 1B0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Millen Farms Ltd,"Great Village, NS B0M 1L0",85101-Harvesting labourers,Unknown,2,2,B0M 1L0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,North River Tree Farms And Forestry Ltd,"New Ross, NS B0J 2M0",85103-Nursery and greenhouse labourers,Unknown,1,3,B0J 2M0,44.9419,-62.6471
Nova Scotia,Primary Agriculture,Oxbow Orchards Ltd.,"Lakeville, NS B0P 1J0",85101-Harvesting labourers,Unknown,1,6,B0P 1J0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Oxford Berry Farm,"Oxford, NS B0M 1P0",85101-Harvesting labourers,Unknown,1,6,B0M 1P0,45.5354,-64.0393
Nova Scotia,Primary Agriculture,Poels Dairy Inc,"NewTown, NS B2H 5C8",82030-Agricultural service contractors and farm supervisors,Unknown,1,1,B2H 5C8,45.5834,-62.6486
Nova Scotia,Primary Agriculture,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",85101-Harvesting labourers,Corporation,1,10,B0P 1V0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Sarsfield Farms Incorporated,"Kentville, NS B4N 3V7",85101-Harvesting labourers,Unknown,2,20,B4N 3V7,45.0834,-64.4988
Nova Scotia,Primary Agriculture,Skips General Maintenance,"wolfville, NS B4P 2R3",85100-Livestock labourers,Unknown,1,4,B4P 2R3,45.0834,-64.3655
Nova Scotia,Primary Agriculture,Spurr Brothers Farms Ltd,"Melvern Square, NS B0P 1R0",85101-Harvesting labourers,Unknown,2,13,B0P 1R0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",85101-Harvesting labourers,Unknown,1,8,B4P 2R2,45.0834,-64.3655
Nova Scotia,Primary Agriculture,T. E. Boyle Farm & Forestry Limited,"Antigonish County, NS B0H 1A0",82030-Agricultural service contractors and farm supervisors,Unknown,1,1,B0H 1A0,45.3335,-61.8333
Nova Scotia,Primary Agriculture,TapRoot Farms Inc.,"Port Williams, NS B0P 1T0",85101-Harvesting labourers,Unknown,1,1,B0P 1T0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Traditional Evergreen Tree Farms Ltd.,"Wileville, NS B4V 5J3",85103-Nursery and greenhouse labourers,Unknown,1,3,B4V 5J3,44.3835,-64.5155
Nova Scotia,Primary Agriculture,Walsh Farms Inc,"ROCKLAND, NS B0P 1E0",85101-Harvesting labourers,Corporation,1,8,B0P 1E0,45.0328,-64.6566
Nova Scotia,Primary Agriculture,Webster Farms Limited,"Cambridge, NS B0P 1G0",85101-Harvesting labourers,Unknown,1,12,B0P 1G0,45.0328,-64.6566
New Brunswick,Global Talent Stream,750908 N.B. INC,"Fredericton, NB E3C 0J1",21221-Business system specialists,Unknown,1,1,E3C 0J1,45.902,-66.7057
New Brunswick,Global Talent Stream,"Irving Consumer Products, Limited","Dieppe, NB E1A 6X4","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,E1A 6X4,46.0967,-64.7087
New Brunswick,Global Talent Stream,McGraw Seafood (2008) Inc.,"Tracadie, NB E1X 1A2",90010-Manufacturing managers,Unknown,1,1,E1X 1A2,47.5144,-64.9181
New Brunswick,High Wage,12048779 Canada Inc.,"Bubartown, NB E7P 2J7",60031-Accommodation service managers,Unknown,1,1,E7P 2J7,46.2999,-67.5167
New Brunswick,High Wage,645527 NB Inc.,"Edmundston, NB E3V 2S7","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,E3V 2S7,47.3737,-68.3251
New Brunswick,High Wage,694156 NB Inc.,"SHEDIAC, NB E4P 2E8",63200-Cooks,Unknown,1,1,E4P 2E8,46.2198,-64.5411
New Brunswick,High Wage,698075 NB Ltd.,"Moncton, NB E1C 2R5",62200-Chefs,Unknown,1,1,E1C 2R5,46.0987,-64.8036
New Brunswick,High Wage,726571 NB Ltd.,"Moncton, NB E1G 1A8",62200-Chefs,Unknown,1,1,E1G 1A8,46.1797,-64.9484
New Brunswick,High Wage,734644 NB INC,"Moncton, NB E1E 2G7",75110-Construction trades helpers and labourers,Unknown,1,2,E1E 2G7,46.0771,-64.8529
New Brunswick,High Wage,Andy's Tire Shop Limited,"Miramichi, NB E1N 2V5",12200-Accounting technicians and bookkeepers,Unknown,1,1,E1N 2V5,46.9501,-65.3239
New Brunswick,High Wage,Arthur Sivret et Fils Ltee,"Tilley Road, NB E8M 1N5",75110-Construction trades helpers and labourers,Unknown,1,9,E8M 1N5,47.5765,-65.1379
New Brunswick,High Wage,AYR Motor Express Inc,"Woodstock, NB E7M 4G2",73300-Transport truck drivers,Unknown,1,5,E7M 4G2,46.158,-67.5838
New Brunswick,High Wage,Bistro Rosoi Inc.,"Moncton, NB E1C 1G3",63200-Cooks,Unknown,1,1,E1C 1G3,46.0987,-64.8036
New Brunswick,High Wage,BWS Manufacturing Ltd,"Centreville, NB E7K 1A4",72106-Welders and related machine operators,Unknown,1,4,E7K 1A4,46.3982,-67.7174
New Brunswick,High Wage,CARGO GROUP ATLANTIC LOGISTICS INC.,"MONCTON, NB E1E 0G7","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,E1E 0G7,46.0771,-64.8529
New Brunswick,High Wage,Centrum Home Decor Inc,"Fredericton, NB E3B 4Y9","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Corporation,1,1,E3B 4Y9,45.8119,-66.6763
New Brunswick,High Wage,EM/ANB Inc.,"Fredericton, NB E3B 5G8",32102-Paramedical occupations,Unknown,1,7,E3B 5G8,45.8119,-66.6763
New Brunswick,High Wage,Forest Patrol Ltd,"Juniper, NB E7L 4S7","72600-Air pilots, flight engineers and flying instructors",Unknown,1,3,E7L 4S7,46.5528,-67.305
New Brunswick,High Wage,FundyPros Specialty Construction,"Dieppe, NB E1A 8K2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,E1A 8K2,46.0967,-64.7087
New Brunswick,High Wage,Horizon Health Network,"Miramichi, NB E1V 3G5",31100-Specialists in clinical and laboratory medicine,Unknown,2,2,E1V 3G5,47.1942,-65.9381
New Brunswick,High Wage,Horizon Health Network,"Miramichi, NB E1V 3G5",31101-Specialists in surgery,Unknown,1,1,E1V 3G5,47.1942,-65.9381
New Brunswick,High Wage,Murray Enterprises Ltd.,"Sussex Corner, NB E4E 2Y5",73300-Transport truck drivers,Unknown,1,4,E4E 2Y5,45.7227,-65.5066
New Brunswick,High Wage,Nam & Rim Inc.,"St. George, NB E5C 1A9",62200-Chefs,Unknown,1,1,E5C 1A9,45.1265,-66.8314
New Brunswick,High Wage,O.R.E. Auto Services Ltd.,"Dieppe, NB E1A 5M7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,E1A 5M7,46.0967,-64.7087
New Brunswick,High Wage,Playteck Enterprises Inc.,"Dieppe, NB E1A 6V3","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1,E1A 6V3,46.0967,-64.7087
New Brunswick,High Wage,POINT QUEEN FISHERIES LTD.,"L'Etete, NB E5C 2R6",62101-Retail and wholesale buyers,Unknown,1,1,E5C 2R6,45.1265,-66.8314
New Brunswick,High Wage,Réseau de santé Vitalité,"Bathurst, NB E3Z 2R9",31100-Specialists in clinical and laboratory medicine,Unknown,1,1,E3Z 2R9,46.9266,-67.7466
New Brunswick,High Wage,Réseau de santé Vitalité,"Bathurst, NB E3Z 2R9",31101-Specialists in surgery,Unknown,1,1,E3Z 2R9,46.9266,-67.7466
New Brunswick,High Wage,Restaurant Big Bowl Ltd.,"Moncton, NB E1A 7Y1",62200-Chefs,Unknown,1,1,E1A 7Y1,46.0967,-64.7087
New Brunswick,High Wage,ROSIESKIN BEAUTY SPA & HEALTH LTD,"FREDERICTON, NB E3B 7S5",13110-Administrative assistants,Unknown,1,1,E3B 7S5,45.8119,-66.6763
New Brunswick,High Wage,Tomotachi Sushi Inc,"Fredericton, NB E3B 5H5",62200-Chefs,Unknown,1,1,E3B 5H5,45.8119,-66.6763
New Brunswick,High Wage,Uncle Mayn's Convenience Ltd,"St. George, NB E5C 3V1",62010-Retail sales supervisors,Unknown,1,1,E5C 3V1,45.1265,-66.8314
New Brunswick,High Wage,Villa Maria Inc,"Saint-Louis-de-Kent, NB E4X 0C6",31301-Registered nurses and registered psychiatric nurses,Unknown,1,2,E4X 0C6,46.7401,-64.9698
New Brunswick,High Wage,Yohan Enterprises Limited,"Fredericton, NB E3B 8P4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,E3B 8P4,45.8119,-66.6763
New Brunswick,Low Wage,057033 NB Inc,"Shediac, NB E4P 2K9","33102-Nurse aides, orderlies and patient service associates",Unknown,1,4,E4P 2K9,46.2198,-64.5411
New Brunswick,Low Wage,3 gringos restaurants Inc.,"Edmundston, NB E3V 2H5",63200-Cooks,Unknown,1,1,E3V 2H5,47.3737,-68.3251
New Brunswick,Low Wage,507267 NB,"BATHURST, NB E2A 2M6",63200-Cooks,Unknown,1,1,E2A 2M6,47.6181,-65.6511
New Brunswick,Low Wage,666194NB Inc.,"Bathurst, NB E2A 1S8","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2,E2A 1S8,47.6181,-65.6511
New Brunswick,Low Wage,666194NB Inc.,"Bathurst, NB E2A 1S8",63200-Cooks,Unknown,1,1,E2A 1S8,47.6181,-65.6511
New Brunswick,Low Wage,666453 NB LTD,"Dieppe, NB E1A 2C1","65211-Operators and attendants in amusement, recreation and sport",Unknown,2,8,E1A 2C1,46.0967,-64.7087
New Brunswick,Low Wage,680336 N.B. INC.,"Dieppe, NB E1A 1P4",63200-Cooks,Unknown,1,1,E1A 1P4,46.0967,-64.7087
New Brunswick,Low Wage,684373 NB Inc,"quispamsis, NB E2E 4J8",63200-Cooks,Unknown,1,1,E2E 4J8,45.4137,-65.982
New Brunswick,Low Wage,692059 NB Inc.,"Moncton, NB E1C 1C8",63200-Cooks,Unknown,1,1,E1C 1C8,46.0987,-64.8036
New Brunswick,Low Wage,699756 NB INC.,"Moncton, NB E1G 1A4",62200-Chefs,Unknown,1,1,E1G 1A4,46.1797,-64.9484
New Brunswick,Low Wage,707326 NB Inc.,"Moncton, NB E1C 2R3",62020-Food service supervisors,Unknown,1,1,E1C 2R3,46.0987,-64.8036
New Brunswick,Low Wage,715155 N.B. Inc.,"Fredericton, NB E3B 3P2",63200-Cooks,Unknown,1,1,E3B 3P2,45.8119,-66.6763
New Brunswick,Low Wage,740228 NB INC,"Hillsborough, NB E4H 2X9",62010-Retail sales supervisors,Unknown,1,4,E4H 2X9,45.9199,-64.6552
New Brunswick,Low Wage,754396 New Brunswick Inc,"Welshpool, NB E5E 1B1",63201-Butchers - retail and wholesale,Unknown,1,1,E5E 1B1,44.8908,-66.9318
New Brunswick,Low Wage,AARADHYA GAS & CONVENIENCE INC,"Richibucto Road, NB E3A 7E1",62010-Retail sales supervisors,Unknown,1,1,E3A 7E1,46.0401,-66.3862
New Brunswick,Low Wage,Acadia Bricklayers Ltd.,"Moncton, NB E1H 2R4",75110-Construction trades helpers and labourers,Unknown,1,8,E1H 2R4,46.1732,-64.6957
